index,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,region,prediction
4570,1,0,0,0,2,kr,5
4571,9,1,0,3,0,kr,1
4572,4,0,1,1,2,kr,0
4573,3,0,0,3,0,kr,2
4574,8,1,1,2,1,kr,3
4575,2,0,0,1,1,kr,0
4576,8,1,0,2,1,kr,3
4577,2,0,1,0,1,kr,0
4578,7,1,2,2,0,kr,4
4579,3,0,0,2,1,kr,2
4580,10,2,0,2,2,kr,3
4581,1,0,0,1,0,kr,5
4582,3,0,0,1,1,kr,0
4583,9,2,1,3,1,kr,1
4584,7,1,1,1,0,kr,4
4585,4,1,0,3,0,kr,2
4586,4,0,0,0,2,kr,0
4587,6,1,1,4,0,kr,4
4588,4,0,0,2,1,kr,2
4589,10,2,2,2,1,kr,3
4590,10,2,1,2,2,kr,3
4591,7,1,2,3,0,kr,4
4592,2,0,0,0,1,kr,0
4593,9,2,1,4,1,kr,1
4594,4,0,1,2,1,kr,2
4595,2,0,0,1,1,kr,0
4596,10,2,1,4,0,kr,1
4597,6,0,0,1,1,kr,4
4598,10,4,2,2,2,kr,3
4599,3,0,1,4,0,kr,2
4600,5,1,0,1,2,kr,4
4601,3,0,1,3,0,kr,2
4602,2,0,0,1,1,kr,0
4603,0,0,0,0,0,kr,5
4604,4,0,0,2,1,kr,2
4605,0,0,0,0,0,kr,5
4606,2,0,0,0,2,kr,0
4607,9,1,1,4,0,kr,1
4608,3,0,0,1,1,kr,0
4609,11,5,2,4,1,kr,1
4610,1,0,0,0,0,kr,5
4611,4,0,0,2,1,kr,2
4612,8,2,0,2,1,kr,3
4613,3,0,1,2,0,kr,2
4614,2,0,0,0,0,kr,0
4615,3,1,0,0,1,kr,0
4616,0,0,0,0,0,kr,5
4617,2,0,0,0,0,kr,0
4618,6,1,1,4,0,kr,4
4619,2,0,0,0,1,kr,0
4620,7,1,0,2,1,kr,4
4621,0,0,0,0,0,kr,5
4622,5,0,0,1,1,kr,4
4623,9,1,2,4,1,kr,1
4624,8,1,1,3,1,kr,1
4625,3,0,0,0,1,kr,0
4626,0,0,0,0,0,kr,5
4627,4,0,0,2,1,kr,2
4628,9,1,1,1,2,kr,3
4629,3,0,0,3,0,kr,2
4630,4,0,0,1,2,kr,0
4631,5,1,1,3,0,kr,4
4632,2,0,0,0,2,kr,0
4633,9,1,1,4,0,kr,1
4634,2,0,0,3,1,kr,2
4635,11,3,1,2,1,kr,3
4636,2,0,0,0,1,kr,0
4637,9,2,0,3,1,kr,1
4638,1,0,0,2,1,kr,5
4639,4,0,0,1,0,kr,0
4640,8,1,0,3,1,kr,1
4641,2,0,0,0,1,kr,0
4642,8,1,1,2,1,kr,3
4643,3,0,0,2,0,kr,2
4644,0,0,0,0,0,kr,5
4645,3,1,0,0,1,kr,0
4646,0,0,0,0,0,kr,5
4647,4,1,0,0,0,kr,0
4648,0,0,0,1,0,kr,5
4649,10,3,0,2,2,kr,3
4650,2,0,1,3,0,kr,2
4651,8,1,0,1,0,kr,3
4652,10,2,1,1,2,kr,3
4653,6,1,0,4,0,kr,4
4654,4,0,1,1,0,kr,0
4655,3,0,0,1,1,kr,0
4656,1,0,0,0,0,kr,5
4657,5,0,0,2,1,kr,4
4658,0,0,0,0,0,kr,5
4659,8,1,0,3,2,kr,1
4660,5,1,0,0,1,kr,0
4661,9,1,1,5,1,kr,1
4662,4,0,1,1,2,kr,0
4663,3,0,0,3,0,kr,2
4664,8,1,1,4,1,kr,1
4665,6,1,1,0,0,kr,4
4666,8,1,1,3,2,kr,1
4667,4,0,0,2,0,kr,2
4668,0,0,0,0,1,kr,5
4669,9,1,1,2,0,kr,3
4670,2,0,0,0,1,kr,0
4671,3,0,0,2,1,kr,2
4672,9,1,1,3,0,kr,1
4673,4,0,1,1,1,kr,0
4674,10,2,1,2,1,kr,3
4675,2,0,0,1,1,kr,0
4676,0,0,0,1,0,kr,5
4677,3,0,0,1,2,kr,0
4678,5,0,1,2,2,kr,4
4679,1,0,0,0,0,kr,5
4680,9,1,0,3,2,kr,1
4681,0,0,0,1,0,kr,5
4682,7,2,0,1,1,kr,4
4683,9,2,2,5,1,kr,1
4684,3,0,0,3,1,kr,2
4685,1,0,0,0,0,kr,5
4686,4,0,0,0,2,kr,0
4687,10,2,1,4,0,kr,1
4688,1,0,1,0,0,kr,5
4689,10,3,1,5,2,kr,1
4690,3,0,0,2,1,kr,2
4691,8,1,2,3,1,kr,1
4692,0,0,0,0,1,kr,5
4693,9,2,0,4,1,kr,1
4694,9,2,1,4,1,kr,1
4695,7,1,1,1,1,kr,4
4696,6,1,1,2,2,kr,4
4697,4,0,0,1,0,kr,0
4698,4,0,0,2,2,kr,2
4699,9,2,1,2,0,kr,3
4700,10,2,1,1,2,kr,3
4701,6,1,0,4,0,kr,4
4702,3,0,0,2,2,kr,2
4703,0,0,0,0,0,kr,5
4704,9,1,2,2,2,kr,3
4705,2,0,0,3,0,kr,2
4706,8,1,0,3,2,kr,1
4707,0,0,0,0,0,kr,5
4708,8,2,1,4,2,kr,1
4709,5,1,2,3,0,kr,4
4710,0,0,0,0,0,kr,5
4711,1,0,0,0,0,kr,5
4712,1,0,0,0,0,kr,5
4713,3,1,0,0,1,kr,0
4714,3,0,0,0,0,kr,0
4715,1,0,0,1,0,kr,5
4716,1,0,0,0,0,kr,5
4717,3,2,0,0,1,kr,0
4718,3,2,0,0,1,kr,0
4719,0,0,0,0,0,kr,5
4720,0,0,0,0,0,kr,5
4721,3,1,0,0,1,kr,0
4722,3,1,0,0,0,kr,0
4723,2,0,0,0,1,kr,0
4724,2,0,0,1,0,kr,0
4725,5,0,0,1,1,kr,4
4726,0,0,0,0,0,kr,5
4727,8,1,0,3,2,kr,1
4728,1,0,0,0,2,kr,5
4729,9,1,0,3,0,kr,1
4730,5,1,0,3,2,kr,4
4731,7,1,1,1,0,kr,4
4732,5,0,1,2,2,kr,4
4733,0,0,0,1,0,kr,5
4734,4,0,0,2,1,kr,2
4735,5,0,2,2,1,kr,4
4736,8,1,1,2,1,kr,3
4737,3,0,0,1,1,kr,0
4738,7,2,0,2,1,kr,4
4739,5,1,1,2,1,kr,4
4740,6,0,0,2,1,kr,4
4741,0,0,0,0,0,kr,5
4742,7,1,0,2,0,kr,4
4743,4,0,1,3,1,kr,2
4744,2,0,0,1,0,kr,0
4745,7,1,0,2,2,kr,4
4746,2,0,0,1,2,kr,0
4747,9,1,2,4,0,kr,1
4748,8,1,0,4,0,kr,1
4749,5,0,1,1,1,kr,4
4750,2,0,0,1,2,kr,0
4751,9,2,1,3,0,kr,1
4752,11,3,1,2,2,kr,3
4753,1,0,0,1,0,kr,5
4754,3,0,0,1,0,kr,0
4755,9,2,1,2,1,kr,3
4756,3,0,0,0,1,kr,0
4757,7,1,1,3,0,kr,4
4758,0,0,0,0,1,kr,5
4759,2,0,0,1,0,kr,0
4760,1,0,0,0,1,kr,5
4761,3,0,0,2,0,kr,2
4762,1,0,1,2,1,kr,5
4763,3,0,0,1,1,kr,0
4764,4,0,0,2,1,kr,2
4765,0,0,0,0,0,kr,5
4766,9,1,1,1,1,kr,3
4767,3,0,0,3,0,kr,2
4768,9,3,1,4,0,kr,1
4769,3,0,0,0,0,kr,0
4770,4,1,0,0,0,kr,0
4771,1,0,0,0,0,kr,5
4772,1,0,0,0,0,kr,5
4773,4,1,0,0,0,kr,0
4774,4,2,0,0,0,kr,0
4775,1,0,0,0,0,kr,5
4776,4,2,0,0,0,kr,0
4777,0,0,0,0,0,kr,5
4778,5,0,1,2,1,kr,4
4779,8,1,0,2,0,kr,3
4780,1,0,0,0,1,kr,5
4781,8,1,0,2,1,kr,3
4782,1,0,0,0,0,kr,5
4783,0,0,0,0,0,kr,5
4784,4,1,0,0,0,kr,0
4785,1,0,0,0,0,kr,5
4786,10,2,1,2,1,kr,3
4787,2,0,0,1,1,kr,0
4788,4,0,0,3,1,kr,2
4789,9,2,2,2,1,kr,3
4790,8,1,1,3,2,kr,1
4791,2,0,0,2,0,kr,2
4792,3,0,0,1,1,kr,0
4793,1,0,0,2,1,kr,5
4794,0,0,0,0,1,kr,5
4795,1,0,0,1,0,kr,5
4796,1,0,0,0,1,kr,5
4797,5,0,0,2,1,kr,4
4798,1,0,0,1,1,kr,5
4799,5,1,0,2,1,kr,4
4800,9,1,0,0,1,kr,3
4801,2,0,0,2,1,kr,2
4802,7,1,2,1,0,kr,4
4803,3,0,0,3,2,kr,2
4804,8,1,1,3,0,kr,1
4805,6,1,1,2,2,kr,4
4806,1,0,0,0,0,kr,5
4807,4,0,0,2,1,kr,2
4808,4,0,0,2,1,kr,2
4809,1,0,0,0,0,kr,5
4810,4,0,0,1,0,kr,0
4811,7,1,1,4,1,kr,1
4812,6,1,0,1,2,kr,4
4813,2,0,0,2,0,kr,2
4814,7,1,1,0,0,kr,4
4815,5,0,0,3,2,kr,4
4816,0,0,0,0,0,kr,5
4817,5,0,0,2,1,kr,4
4818,3,0,1,1,1,kr,0
4819,10,3,0,4,1,kr,1
4820,5,0,0,2,1,kr,4
4821,0,0,0,1,0,kr,5
4822,0,0,0,0,0,kr,5
4823,3,0,0,2,1,kr,2
4824,3,0,0,0,1,kr,0
4825,3,0,0,4,0,kr,2
4826,7,1,1,0,1,kr,4
4827,2,0,0,2,0,kr,2
4828,0,0,0,0,0,kr,5
4829,3,0,0,1,1,kr,0
4830,8,1,0,2,1,kr,3
4831,2,0,0,2,0,kr,2
4832,10,2,1,1,1,kr,3
4833,3,0,0,2,0,kr,2
4834,11,3,0,2,2,kr,3
4835,1,0,0,0,0,kr,5
4836,2,0,0,0,1,kr,0
4837,3,0,0,2,1,kr,2
4838,4,0,0,2,2,kr,2
4839,0,0,0,1,0,kr,5
4840,0,0,0,0,1,kr,5
4841,5,1,0,2,1,kr,4
4842,9,1,1,2,1,kr,3
4843,4,0,0,0,0,kr,0
4844,0,0,0,0,1,kr,5
4845,4,0,0,3,0,kr,2
4846,4,0,0,0,2,kr,0
4847,10,2,1,4,0,kr,1
4848,1,0,1,0,0,kr,5
4849,10,3,1,5,2,kr,1
4850,3,0,0,2,1,kr,2
4851,8,1,2,3,1,kr,1
4852,0,0,0,0,1,kr,5
4853,9,2,0,4,1,kr,1
4854,9,2,1,4,1,kr,1
4855,7,1,1,1,1,kr,4
4856,6,1,1,2,2,kr,4
4857,4,0,0,1,0,kr,0
4858,4,0,0,2,2,kr,2
4859,9,2,1,2,0,kr,3
4860,10,2,1,1,2,kr,3
4861,6,1,0,4,0,kr,4
4862,3,0,0,2,2,kr,2
4863,0,0,0,0,0,kr,5
4864,3,0,0,1,1,kr,0
4865,8,1,1,2,1,kr,3
4866,0,0,0,1,1,kr,5
4867,2,0,0,1,0,kr,0
4868,4,0,0,2,0,kr,2
4869,7,1,1,2,1,kr,4
4870,7,2,0,3,2,kr,4
4871,1,0,0,0,0,kr,5
4872,9,2,1,3,1,kr,1
4873,1,0,0,0,1,kr,5
4874,5,0,0,3,2,kr,4
4875,2,0,0,0,0,kr,0
4876,8,1,2,2,2,kr,3
4877,4,0,0,2,0,kr,2
4878,2,0,0,1,1,kr,0
4879,10,2,1,3,1,kr,3
4880,11,3,1,3,1,kr,3
4881,1,0,1,2,1,kr,5
4882,4,0,0,3,1,kr,2
4883,9,2,1,1,0,kr,3
4884,10,2,1,4,2,kr,1
4885,5,1,0,0,0,kr,0
4886,8,1,0,3,2,kr,1
4887,0,0,0,0,0,kr,5
4888,7,2,1,1,1,kr,4
4889,9,1,2,5,1,kr,1
4890,0,0,0,0,0,kr,5
4891,3,0,0,2,2,kr,2
4892,5,0,1,0,1,kr,0
4893,6,0,0,4,1,kr,4
4894,0,0,0,0,0,kr,5
4895,7,1,0,2,1,kr,4
4896,1,0,0,1,0,kr,5
4897,11,2,1,3,2,kr,3
4898,2,0,0,0,2,kr,0
4899,4,0,0,4,0,kr,2
4900,1,0,0,2,1,kr,5
4901,4,0,0,1,0,kr,0
4902,6,1,0,2,2,kr,4
4903,8,1,1,2,0,kr,3
4904,3,0,0,0,1,kr,0
4905,3,0,0,3,0,kr,2
4906,7,1,2,2,0,kr,4
4907,3,0,0,2,1,kr,2
4908,1,0,0,0,0,kr,5
4909,1,0,0,0,0,kr,5
4910,5,1,0,1,2,kr,4
4911,3,0,0,1,0,kr,0
4912,4,0,0,2,0,kr,2
4913,10,4,2,3,1,kr,3
4914,4,0,0,2,2,kr,2
4915,8,1,1,3,0,kr,1
4916,8,1,2,2,2,kr,3
4917,2,0,0,2,0,kr,2
4918,1,0,0,0,0,kr,5
4919,9,1,0,2,1,kr,3
4920,1,0,0,1,0,kr,5
4921,5,0,0,1,2,kr,4
4922,3,0,0,1,0,kr,0
4923,3,0,0,1,1,kr,0
4924,2,0,0,0,0,kr,0
4925,11,4,1,3,1,kr,3
4926,0,0,0,0,1,kr,5
4927,9,1,1,2,0,kr,3
4928,9,1,0,1,1,kr,3
4929,4,0,1,1,0,kr,0
4930,6,0,0,2,2,kr,4
4931,0,0,0,1,0,kr,5
4932,0,0,0,1,0,kr,5
4933,9,1,0,1,1,kr,3
4934,8,1,1,2,1,kr,3
4935,3,0,0,2,0,kr,2
4936,8,1,1,3,1,kr,1
4937,8,1,1,1,1,kr,3
4938,3,0,0,0,2,kr,0
4939,6,0,0,3,0,kr,4
4940,8,1,0,2,2,kr,3
4941,0,0,0,1,0,kr,5
4942,10,2,0,2,1,kr,3
4943,2,0,0,1,0,kr,0
4944,2,0,0,0,1,kr,0
4945,9,2,0,3,0,kr,1
4946,1,0,0,1,0,kr,5
4947,9,2,0,1,1,kr,3
4948,1,0,0,1,1,kr,5
4949,7,1,1,3,0,kr,4
4950,1,0,0,0,1,kr,5
4951,5,0,0,2,1,kr,4
4952,3,0,0,3,1,kr,2
4953,8,1,2,1,1,kr,3
4954,1,0,0,1,0,kr,5
4955,11,2,1,3,2,kr,3
4956,8,1,1,2,2,kr,3
4957,3,0,1,3,0,kr,2
4958,2,0,0,0,2,kr,0
4959,7,1,1,3,0,kr,4
4960,7,1,1,1,0,kr,4
4961,5,0,1,3,2,kr,4
4962,11,2,1,2,2,kr,3
4963,2,0,1,1,0,kr,0
4964,3,0,0,1,1,kr,0
4965,9,2,1,3,1,kr,1
4966,8,1,1,3,0,kr,1
4967,5,0,1,2,1,kr,4
4968,0,0,0,0,1,kr,5
4969,3,1,0,0,1,kr,0
4970,5,0,1,2,2,kr,4
4971,10,2,1,2,0,kr,3
4972,1,0,0,1,1,kr,5
4973,5,1,0,2,1,kr,4
4974,4,0,1,4,0,kr,2
4975,2,0,0,0,1,kr,0
4976,2,0,0,0,1,kr,0
4977,4,0,0,3,1,kr,2
4978,2,0,0,1,0,kr,0
4979,10,2,1,3,1,kr,3
4980,5,0,2,2,1,kr,4
4981,9,1,0,2,1,kr,3
4982,0,0,0,0,0,kr,5
4983,9,1,0,2,2,kr,3
4984,9,1,1,3,1,kr,1
4985,4,1,1,2,1,kr,2
4986,8,1,0,4,1,kr,1
4987,3,0,1,0,1,kr,0
4988,3,0,0,1,2,kr,0
4989,0,0,0,1,0,kr,5
4990,0,0,0,0,0,kr,5
4991,7,1,0,0,1,kr,4
4992,3,0,0,0,1,kr,0
4993,8,1,1,3,1,kr,1
4994,2,0,0,1,1,kr,0
4995,4,0,0,2,1,kr,2
4996,4,0,0,2,1,kr,2
4997,6,1,1,3,0,kr,4
4998,11,3,1,3,2,kr,3
4999,9,1,2,3,0,kr,1
5000,7,1,1,5,1,kr,1
5001,5,1,1,1,1,kr,4
5002,8,1,1,1,1,kr,3
5003,4,0,0,2,1,kr,2
5004,0,0,0,0,0,kr,5
5005,3,0,0,2,1,kr,2
5006,1,0,0,0,1,kr,5
5007,8,1,0,2,1,kr,3
5008,1,0,0,2,1,kr,5
5009,2,0,0,0,0,kr,0
5010,5,0,1,2,1,kr,4
5011,9,1,1,2,1,kr,3
5012,9,3,2,1,2,kr,3
5013,3,0,0,3,0,kr,2
5014,9,1,0,0,1,kr,3
5015,2,0,0,2,1,kr,2
5016,9,2,1,2,1,kr,3
5017,2,0,0,2,0,kr,2
5018,0,0,0,0,0,kr,5
5019,3,0,0,2,2,kr,2
5020,4,0,0,1,1,kr,0
5021,0,0,0,1,0,kr,5
5022,3,0,0,0,1,kr,0
5023,9,2,0,3,1,kr,1
5024,7,1,1,2,2,kr,4
5025,2,0,0,1,0,kr,0
5026,8,1,1,2,2,kr,3
5027,5,0,0,1,0,kr,4
5028,3,0,0,2,1,kr,2
5029,8,1,2,3,1,kr,1
5030,7,1,1,4,1,kr,1
5031,3,0,1,0,0,kr,0
5032,2,0,0,3,1,kr,2
5033,11,3,1,2,1,kr,3
5034,2,0,0,0,1,kr,0
5035,9,2,0,3,1,kr,1
5036,0,0,0,1,1,kr,5
5037,11,4,1,2,1,kr,3
5038,1,0,0,1,1,kr,5
5039,7,1,1,3,0,kr,4
5040,0,0,0,0,0,kr,5
5041,3,2,0,0,0,kr,0
5042,3,1,0,0,1,kr,0
5043,0,0,0,0,0,kr,5
5044,2,0,0,0,0,kr,0
5045,3,2,0,0,1,kr,0
5046,2,0,0,0,0,kr,0
5047,10,2,0,3,2,kr,3
5048,8,1,1,3,0,kr,1
5049,6,1,1,2,2,kr,4
5050,0,0,0,0,0,kr,5
5051,4,0,0,2,1,kr,2
5052,0,0,0,0,0,kr,5
5053,4,0,0,2,1,kr,2
5054,8,1,1,2,1,kr,3
5055,4,1,0,1,1,kr,0
5056,3,0,0,0,0,kr,0
5057,8,1,1,3,2,kr,1
5058,3,0,0,1,1,kr,0
5059,9,1,1,3,1,kr,1
5060,5,0,0,2,0,kr,4
5061,8,1,1,1,2,kr,3
5062,3,0,0,1,0,kr,0
5063,9,2,1,2,1,kr,3
5064,2,0,0,1,0,kr,0
5065,8,1,1,2,2,kr,3
5066,5,0,0,2,1,kr,4
5067,1,0,0,1,0,kr,5
5068,1,0,0,0,0,kr,5
5069,7,1,0,3,2,kr,4
5070,3,2,0,0,0,kr,0
5071,4,1,0,0,0,kr,0
5072,9,1,1,2,2,kr,3
5073,2,0,0,1,0,kr,0
5074,6,0,1,2,2,kr,4
5075,10,2,1,2,0,kr,3
5076,11,3,0,2,2,kr,3
5077,1,0,0,0,0,kr,5
5078,2,0,0,0,1,kr,0
5079,3,0,0,2,1,kr,2
5080,1,0,0,0,0,kr,5
5081,10,2,0,2,2,kr,3
5082,1,0,0,0,0,kr,5
5083,4,2,0,0,0,kr,0
5084,4,2,0,0,0,kr,0
5085,1,0,0,0,0,kr,5
5086,0,0,0,0,0,kr,5
5087,8,1,0,2,2,kr,3
5088,9,1,0,2,2,kr,3
5089,1,0,0,1,0,kr,5
5090,8,1,0,0,1,kr,3
5091,0,0,0,1,0,kr,5
5092,3,0,0,1,0,kr,0
5093,4,0,0,2,1,kr,2
5094,10,1,1,2,1,kr,3
5095,5,0,0,2,1,kr,4
5096,1,0,0,0,0,kr,5
5097,5,1,1,3,2,kr,4
5098,1,0,0,2,0,kr,5
5099,4,0,0,0,2,kr,0
5100,4,0,0,3,1,kr,2
5101,4,0,1,2,1,kr,2
5102,0,0,0,0,0,kr,5
5103,2,0,0,2,1,kr,2
5104,5,1,1,1,2,kr,4
5105,1,0,0,2,0,kr,5
5106,7,0,1,3,2,kr,4
5107,5,0,0,1,0,kr,4
5108,2,0,0,1,0,kr,0
5109,4,0,0,3,2,kr,2
5110,4,0,0,1,2,kr,0
5111,5,1,1,3,0,kr,4
5112,10,2,1,2,2,kr,3
5113,7,1,2,3,0,kr,4
5114,0,0,0,0,0,kr,5
5115,3,0,0,2,1,kr,2
5116,0,0,0,0,0,kr,5
5117,10,1,0,1,1,kr,3
5118,5,0,0,3,2,kr,4
5119,1,0,0,0,0,kr,5
5120,11,3,1,2,1,kr,3
5121,2,0,0,2,1,kr,2
5122,6,1,1,2,2,kr,4
5123,4,0,0,1,0,kr,0
5124,10,2,1,2,1,kr,3
5125,2,0,0,1,1,kr,0
5126,0,0,0,0,0,kr,5
5127,0,0,0,0,0,kr,5
5128,0,0,0,1,0,kr,5
5129,7,1,0,1,2,kr,4
5130,8,1,0,3,2,kr,1
5131,0,0,0,0,0,kr,5
5132,11,3,2,4,1,kr,1
5133,4,0,0,1,0,kr,0
5134,3,0,0,1,1,kr,0
5135,9,2,1,3,1,kr,1
5136,9,1,0,3,2,kr,1
5137,0,0,1,1,0,kr,5
5138,2,0,0,2,2,kr,2
5139,10,2,1,2,0,kr,3
5140,6,1,0,2,2,kr,4
5141,1,0,0,1,0,kr,5
5142,7,1,0,0,2,kr,4
5143,4,0,0,3,0,kr,2
5144,7,1,0,2,0,kr,4
5145,10,1,2,3,2,kr,1
5146,3,0,0,2,2,kr,2
5147,2,0,0,1,0,kr,0
5148,8,1,1,2,2,kr,3
5149,5,0,0,1,0,kr,4
5150,3,0,0,2,1,kr,2
5151,8,1,2,3,1,kr,1
5152,0,0,0,0,0,kr,5
5153,4,0,0,2,1,kr,2
5154,11,3,1,3,2,kr,3
5155,1,0,1,2,0,kr,5
5156,5,1,0,2,1,kr,4
5157,1,0,0,0,1,kr,5
5158,2,0,0,0,2,kr,0
5159,9,1,1,4,0,kr,1
5160,2,0,0,3,1,kr,2
5161,11,3,1,2,1,kr,3
5162,2,0,0,0,1,kr,0
5163,9,2,0,3,1,kr,1
5164,11,3,1,3,2,kr,3
5165,3,0,0,1,0,kr,0
5166,3,0,0,1,1,kr,0
5167,8,1,1,3,1,kr,1
5168,1,0,0,0,2,kr,5
5169,2,0,0,3,0,kr,2
5170,8,1,1,3,2,kr,1
5171,4,0,0,2,0,kr,2
5172,3,0,0,0,1,kr,0
5173,8,1,1,3,1,kr,1
5174,8,1,0,2,2,kr,3
5175,3,0,1,2,0,kr,2
5176,1,0,0,0,1,kr,5
5177,4,1,1,4,1,kr,2
5178,8,1,1,1,1,kr,3
5179,4,0,0,3,1,kr,2
5180,8,3,0,3,2,kr,1
5181,3,0,1,2,0,kr,2
5182,4,0,0,0,2,kr,0
5183,9,2,1,3,0,kr,1
5184,2,0,0,0,1,kr,0
5185,10,1,0,2,1,kr,3
5186,1,0,0,0,1,kr,5
5187,2,0,0,1,0,kr,0
5188,9,2,1,4,1,kr,1
5189,7,1,1,1,1,kr,4
5190,4,0,0,1,2,kr,0
5191,5,1,1,3,0,kr,4
5192,10,2,1,2,1,kr,3
5193,2,0,0,1,1,kr,0
5194,10,2,1,1,2,kr,3
5195,6,1,0,4,0,kr,4
5196,3,0,0,2,2,kr,2
5197,0,0,0,0,0,kr,5
5198,3,0,1,1,0,kr,0
5199,11,3,1,4,2,kr,1
5200,8,1,1,3,1,kr,1
5201,0,0,0,0,0,kr,5
5202,7,0,0,1,1,kr,4
5203,8,1,2,4,0,kr,1
5204,9,1,0,2,2,kr,3
5205,1,0,0,1,0,kr,5
5206,8,1,0,1,2,kr,3
5207,10,2,1,3,0,kr,1
5208,5,0,0,1,1,kr,4
5209,1,0,0,2,0,kr,5
5210,0,0,0,0,0,kr,5
5211,4,0,0,1,1,kr,0
5212,2,0,0,2,2,kr,2
5213,10,2,1,2,0,kr,3
5214,2,0,0,0,0,kr,0
5215,6,1,0,2,1,kr,4
5216,6,1,1,1,2,kr,4
5217,7,1,1,2,0,kr,4
5218,10,1,1,2,1,kr,3
5219,5,0,0,2,1,kr,4
5220,9,2,0,2,1,kr,3
5221,2,0,1,0,0,kr,0
5222,4,0,0,0,2,kr,0
5223,6,1,1,4,0,kr,4
5224,4,0,0,2,1,kr,2
5225,10,2,2,2,1,kr,3
5226,8,1,0,0,2,kr,3
5227,4,0,1,3,0,kr,2
5228,0,0,0,0,2,kr,5
5229,3,0,0,1,0,kr,0
5230,8,1,2,2,2,kr,3
5231,4,0,0,2,0,kr,2
5232,5,0,0,2,1,kr,4
5233,1,0,0,1,0,kr,5
5234,1,0,0,0,0,kr,5
5235,7,1,0,3,2,kr,4
5236,4,1,0,0,0,kr,0
5237,1,0,0,0,0,kr,5
5238,3,0,0,3,2,kr,2
5239,9,1,1,2,0,kr,3
5240,4,0,0,2,2,kr,2
5241,0,0,0,1,0,kr,5
5242,8,1,0,4,1,kr,1
5243,3,0,1,0,1,kr,0
5244,5,0,0,1,1,kr,4
5245,1,0,0,1,0,kr,5
5246,7,1,1,4,2,kr,1
5247,2,0,0,0,0,kr,0
5248,2,0,0,0,1,kr,0
5249,6,0,1,3,1,kr,4
5250,1,0,0,1,1,kr,5
5251,10,1,1,3,0,kr,1
5252,9,2,1,2,0,kr,3
5253,6,0,0,2,2,kr,4
5254,3,0,0,1,1,kr,0
5255,1,0,0,1,0,kr,5
5256,2,0,0,2,2,kr,2
5257,3,0,0,1,0,kr,0
5258,3,0,0,2,1,kr,2
5259,0,0,0,0,0,kr,5
5260,1,0,0,0,0,kr,5
5261,7,2,1,3,2,kr,4
5262,9,3,1,4,1,kr,1
5263,7,0,1,1,1,kr,4
5264,2,0,0,0,0,kr,0
5265,2,0,1,3,1,kr,2
5266,8,2,1,2,2,kr,3
5267,1,0,0,1,0,kr,5
5268,9,1,2,2,1,kr,3
5269,4,0,0,2,1,kr,2
5270,0,0,0,0,0,kr,5
5271,8,1,0,3,2,kr,1
5272,1,0,0,0,1,kr,5
5273,3,0,0,3,1,kr,2
5274,1,0,0,0,0,kr,5
5275,9,2,0,2,2,kr,3
5276,0,0,0,0,0,kr,5
5277,11,3,0,1,1,kr,3
5278,1,0,0,0,0,kr,5
5279,9,2,1,3,2,kr,1
5280,4,0,0,0,1,kr,0
5281,5,1,1,3,0,kr,4
5282,2,0,0,3,1,kr,2
5283,11,3,1,2,1,kr,3
5284,4,1,0,0,0,kr,0
5285,4,2,0,0,0,kr,0
5286,4,2,0,0,0,kr,0
5287,2,1,0,0,0,kr,0
5288,2,1,0,0,0,kr,0
5289,4,1,0,0,0,kr,0
5290,8,2,0,3,1,kr,1
5291,3,0,0,2,1,kr,2
5292,1,0,0,2,1,kr,5
5293,5,0,1,2,1,kr,4
5294,0,0,0,1,1,kr,5
5295,8,1,0,2,1,kr,3
5296,9,2,1,1,1,kr,3
5297,2,0,0,2,1,kr,2
5298,2,0,0,0,0,kr,0
5299,4,0,1,3,1,kr,2
5300,4,0,0,1,1,kr,0
5301,7,0,1,3,0,kr,4
5302,2,0,0,0,0,kr,0
5303,2,0,1,3,0,kr,2
5304,4,2,2,5,0,kr,2
5305,9,3,1,1,2,kr,3
5306,8,1,0,2,1,kr,3
5307,1,0,0,0,0,kr,5
5308,5,0,0,0,2,kr,0
5309,2,0,1,2,0,kr,2
5310,1,0,0,2,0,kr,5
5311,3,0,0,0,2,kr,0
5312,4,1,0,0,0,kr,0
5313,0,0,0,0,0,kr,5
5314,1,0,0,0,0,kr,5
5315,4,2,0,0,0,kr,0
5316,0,0,0,0,0,kr,5
5317,4,1,0,0,0,kr,0
5318,7,1,1,3,1,kr,4
5319,3,0,0,1,0,kr,0
5320,7,0,1,3,2,kr,4
5321,10,2,1,3,0,kr,1
5322,7,1,0,2,2,kr,4
5323,0,0,0,0,0,kr,5
5324,4,0,1,2,2,kr,2
5325,1,0,0,1,0,kr,5
5326,1,0,0,2,1,kr,5
5327,5,0,1,2,1,kr,4
5328,8,1,1,1,2,kr,3
5329,4,0,0,3,0,kr,2
5330,3,0,0,1,0,kr,0
5331,9,1,1,3,1,kr,1
5332,4,0,0,1,1,kr,0
5333,0,0,0,0,0,kr,5
5334,3,0,0,0,0,kr,0
5335,0,0,0,0,0,kr,5
5336,0,0,0,0,0,kr,5
5337,3,1,0,0,0,kr,0
5338,0,0,0,0,0,kr,5
5339,3,1,0,0,1,kr,0
5340,3,1,0,0,1,kr,0
5341,0,0,0,0,0,kr,5
5342,3,0,1,1,1,kr,0
5343,8,2,1,3,0,kr,1
5344,1,0,0,0,0,kr,5
